sample_id,station,month,fapar,modis_blue,modis_red,modis_nir,modis_mir,modis_evi,modis_ndvi,modis_lst_day_p05,modis_lst_day_p50,modis_lst_day_p95,modis_lst_night_p05,modis_lst_night_p50,modis_lst_night_p95,wv_yearly_p25,wv_yearly_p50,wv_yearly_p75,wv_monthly_lt_p50,wv_monthly_lt_p25,wv_monthly_lt_p75,wv_monthly_lt_sd,wv_monthly_ts_raw,wv_monthly_ts_smooth,accum_pr_monthly,dtm_slope,dtm_aspect-cosine,dtm_aspect-sine,dtm_downlslope.curvature,dtm_upslope.curvature,dtm_elevation,dtm_cti,dtm_neg.openess,dtm_pos.openess,dtm_vbf
83,67,1,0.72208285,1199.0,1195.0,1688.0,695.0,1249.0,1710.0,12896.0,13176.0,13648.0,12896.0,12960.0,13328.0,517.0,695.0,1671.0,428.0,320.0,498.0,114.0,504.0,478.0,476.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
84,103,2,0.0,1630.0,4904.0,5952.0,7084.0,786.0,963.0,14800.0,15008.0,15344.0,14800.0,14120.0,14368.0,1065.0,1225.0,1749.0,829.0,747.0,974.0,162.0,852.0,890.0,90.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
85,9,8,0.95244,115.0,222.0,3090.0,362.0,5336.0,8848.0,14936.0,15056.0,15104.0,14936.0,14840.0,14896.0,1154.0,1785.0,3115.0,3879.0,3660.0,4261.0,491.0,4549.0,3955.0,7831.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
86,22,1,0.49992,214.0,454.0,1941.0,862.0,2766.0,5900.0,14320.0,14456.0,14776.0,14320.0,14024.0,14416.0,1147.0,2202.0,3421.0,914.0,746.0,995.0,223.0,984.0,988.0,906.0,2.0,431.0,-937.0,-12.0,2.0,43.0,1710.0,157.0,156.0,873.0
87,18,11,0.9412155,167.0,344.0,1922.0,600.0,2984.0,7044.0,13808.0,14072.0,14328.0,13808.0,13736.0,14080.0,529.0,904.0,1872.0,651.0,559.0,709.0,109.0,700.0,815.0,679.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
88,57,4,0.4855,341.0,559.0,2558.0,957.0,3696.0,6304.0,14376.0,14592.0,14792.0,14376.0,14040.0,14288.0,824.0,1337.0,2580.0,1109.0,989.0,1250.0,199.0,1041.0,1413.0,636.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
89,37,8,0.2675,508.0,961.0,2730.0,1682.0,3066.0,4736.0,14496.0,14680.0,14864.0,14496.0,13864.0,13912.0,268.0,328.0,578.0,605.0,556.0,656.0,88.0,667.0,646.0,2368.0,8.0,-8256.0,564.0,3.0,53.0,3521.0,-2768.0,148.0,157.0,0.0
90,67,1,0.74331146,1199.0,1195.0,1688.0,695.0,1249.0,1710.0,13176.0,13280.0,13472.0,13176.0,12784.0,13344.0,634.0,820.0,1343.0,428.0,320.0,498.0,114.0,411.0,377.0,2245.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
91,4,11,0.92128104,273.0,429.0,1566.0,1016.0,2242.0,5468.0,14120.0,14344.0,14648.0,14120.0,13840.0,14120.0,793.0,1237.0,2453.0,953.0,815.0,995.0,132.0,1087.0,1123.0,423.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
92,73,6,0.682,310.0,539.0,3168.0,1052.0,4556.0,7016.0,14928.0,15032.0,15128.0,14928.0,14336.0,14408.0,640.0,992.0,1527.0,1872.0,1698.0,1963.0,206.0,2100.0,1984.0,906.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
93,8,10,0.0205,627.0,1049.0,1580.0,2496.0,1041.0,2046.0,14736.0,14992.0,15576.0,14736.0,13720.0,13984.0,473.0,713.0,1133.0,655.0,621.0,730.0,77.0,753.0,810.0,97.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
94,44,4,0.0335,735.0,1313.0,2368.0,2244.0,1834.0,3046.0,14512.0,14816.0,15552.0,14512.0,13704.0,13936.0,523.0,587.0,1031.0,569.0,530.0,620.0,102.0,537.0,652.0,339.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
95,45,12,0.025368353,639.0,1196.0,2134.0,1978.0,1606.0,2782.0,13248.0,13904.0,14280.0,13248.0,13352.0,13488.0,513.0,617.0,902.0,471.0,416.0,498.0,73.0,530.0,548.0,257.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
96,56,3,0.43282774,351.0,623.0,1855.0,1332.0,2168.0,4496.0,14368.0,14560.0,14776.0,14368.0,13976.0,14112.0,824.0,1337.0,2580.0,704.0,582.0,819.0,149.0,955.0,897.0,487.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
97,52,1,0.55920225,151.0,365.0,992.0,930.0,1291.0,4484.0,13584.0,13904.0,14056.0,13584.0,13496.0,13592.0,716.0,1223.0,2287.0,458.0,404.0,507.0,72.0,477.0,484.0,595.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
98,17,5,0.79552,171.0,284.0,2534.0,629.0,4232.0,8000.0,14384.0,14560.0,14912.0,14384.0,14112.0,14488.0,553.0,952.0,1858.0,1216.0,1051.0,1653.0,342.0,1553.0,1504.0,1608.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
99,7,9,0.02002,730.0,1144.0,1754.0,2832.0,1161.0,2124.0,14888.0,15640.0,15984.0,14888.0,14112.0,14312.0,466.0,661.0,1105.0,1013.0,894.0,1084.0,124.0,1056.0,1078.0,44.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
100,74,8,0.0395,434.0,881.0,2752.0,1782.0,3164.0,5192.0,14880.0,15248.0,15560.0,14880.0,14416.0,14544.0,565.0,805.0,1643.0,1963.0,1823.0,2041.0,180.0,2041.0,1948.0,10899.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
101,4,6,0.937,195.0,260.0,3732.0,707.0,6268.0,8792.0,15072.0,15176.0,15408.0,15072.0,14552.0,14696.0,874.0,1699.0,2411.0,2649.0,2433.0,2718.0,242.0,2929.0,2799.0,6842.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
102,22,12,0.592112,183.0,365.0,1827.0,718.0,2880.0,6392.0,14008.0,14264.0,14688.0,14008.0,14000.0,14296.0,1472.0,1848.0,3498.0,1015.0,860.0,1158.0,252.0,1087.0,1181.0,701.0,2.0,431.0,-937.0,-12.0,2.0,43.0,1710.0,157.0,156.0,873.0
103,45,2,0.01316821,653.0,1139.0,1965.0,2134.0,1496.0,2702.0,13864.0,14416.0,15016.0,13864.0,13464.0,13680.0,494.0,706.0,989.0,456.0,417.0,488.0,65.0,488.0,502.0,105.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
104,44,3,0.0161,707.0,1254.0,2330.0,2332.0,1835.0,2968.0,14360.0,14760.0,15128.0,14360.0,13616.0,13688.0,613.0,719.0,919.0,496.0,454.0,542.0,60.0,571.0,601.0,348.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
105,43,5,0.026685463,881.0,1594.0,2454.0,2772.0,1396.0,2136.0,15408.0,15688.0,15872.0,15408.0,14048.0,14240.0,509.0,671.0,796.0,729.0,678.0,803.0,116.0,729.0,811.0,7344.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
106,68,6,0.872879,160.0,259.0,4240.0,684.0,6844.0,8864.0,14504.0,14736.0,14792.0,14504.0,14272.0,14496.0,497.0,727.0,1744.0,1662.0,1546.0,1752.0,216.0,1711.0,1620.0,857.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
107,49,6,0.0054959552,1026.0,1912.0,2856.0,3160.0,1400.0,1941.0,15976.0,16128.0,16280.0,15976.0,14808.0,14944.0,705.0,828.0,1398.0,1183.0,1076.0,1327.0,202.0,1351.0,1625.0,246.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
108,73,1,0.08113699,746.0,1442.0,2704.0,1726.0,1950.0,3044.0,12480.0,13144.0,13632.0,12480.0,12800.0,13368.0,618.0,856.0,1751.0,500.0,466.0,547.0,69.0,555.0,443.0,94.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
109,53,6,0.93904,152.0,218.0,4556.0,628.0,7056.0,9080.0,14816.0,14992.0,15128.0,14816.0,14616.0,14776.0,787.0,1426.0,2403.0,2606.0,2398.0,2727.0,283.0,2816.0,2546.0,411.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
110,43,3,0.029,602.0,1101.0,1871.0,1898.0,1378.0,2876.0,13792.0,14520.0,14992.0,13792.0,13552.0,13752.0,533.0,738.0,907.0,496.0,454.0,542.0,60.0,494.0,608.0,830.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
111,17,3,0.80155945,210.0,363.0,1805.0,854.0,2894.0,6632.0,13664.0,14024.0,14264.0,13664.0,13600.0,13832.0,512.0,915.0,1762.0,518.0,464.0,564.0,115.0,518.0,568.0,750.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
112,68,2,0.56639165,1199.0,1060.0,1612.0,695.0,1536.0,2064.0,13024.0,13464.0,13832.0,13024.0,13248.0,13648.0,517.0,695.0,1671.0,370.0,327.0,408.0,107.0,677.0,500.0,357.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
113,7,12,0.02599695,586.0,801.0,1303.0,2032.0,1071.0,2384.0,13352.0,13744.0,14160.0,13352.0,13136.0,13416.0,480.0,661.0,1178.0,412.0,382.0,446.0,34.0,449.0,444.0,149.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
114,55,5,0.9027875,74.0,304.0,3464.0,704.0,5884.0,8456.0,14456.0,14880.0,14968.0,14456.0,14416.0,14576.0,739.0,1356.0,2199.0,1963.0,1715.0,2380.0,451.0,1591.0,2083.0,13969.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
115,56,4,0.5367575,166.0,357.0,2872.0,619.0,4520.0,7732.0,14416.0,14760.0,15104.0,14416.0,14144.0,14544.0,793.0,1560.0,2718.0,1109.0,989.0,1250.0,199.0,1560.0,1440.0,893.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
116,53,12,0.874982,148.0,367.0,1099.0,864.0,1497.0,4384.0,13920.0,13968.0,14184.0,13920.0,13672.0,13840.0,655.0,1271.0,2324.0,553.0,510.0,645.0,105.0,617.0,631.0,1587.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
117,38,7,0.082666665,562.0,845.0,2524.0,1368.0,3058.0,4956.0,14176.0,14728.0,14800.0,14176.0,13968.0,14072.0,225.0,325.0,491.0,618.0,572.0,694.0,82.0,648.0,618.0,14710.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
118,67,1,0.7612229,1199.0,1195.0,1688.0,695.0,1249.0,1710.0,12680.0,13024.0,13344.0,12680.0,12680.0,13072.0,497.0,727.0,1744.0,428.0,320.0,498.0,114.0,480.0,401.0,225.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
119,19,3,0.70087093,234.0,397.0,1729.0,992.0,2764.0,6268.0,13800.0,14184.0,14592.0,13800.0,13664.0,13952.0,472.0,1233.0,2104.0,514.0,457.0,560.0,111.0,486.0,629.0,5434.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
120,17,5,0.84496534,215.0,314.0,2240.0,1027.0,3302.0,7220.0,14240.0,14528.0,14880.0,14240.0,14112.0,14360.0,497.0,895.0,1652.0,1216.0,1051.0,1653.0,342.0,1129.0,1250.0,973.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
121,54,4,0.7372215,259.0,504.0,2422.0,1106.0,3710.0,6228.0,14432.0,14720.0,15088.0,14432.0,14216.0,14592.0,787.0,1426.0,2403.0,914.0,878.0,1039.0,158.0,1497.0,1387.0,893.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
122,11,9,0.942367,126.0,218.0,3022.0,483.0,5228.0,8656.0,14928.0,15088.0,15160.0,14928.0,14800.0,14864.0,1064.0,1837.0,3508.0,2631.0,2388.0,3090.0,470.0,3434.0,3516.0,247.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
123,9,7,0.94503,174.0,257.0,3656.0,637.0,6020.0,8672.0,14792.0,15040.0,15112.0,14792.0,14808.0,14848.0,1154.0,1932.0,2793.0,4191.0,3753.0,4465.0,501.0,4707.0,3890.0,860.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
124,21,7,0.8969556,137.0,276.0,2654.0,671.0,4476.0,8076.0,15160.0,15256.0,15336.0,15160.0,14800.0,14872.0,1242.0,2038.0,3388.0,4220.0,3856.0,4458.0,475.0,4220.0,4052.0,19183.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
125,50,6,0.00545,1002.0,2128.0,3100.0,3284.0,1348.0,1924.0,15880.0,16128.0,16208.0,15880.0,14776.0,14952.0,667.0,858.0,1495.0,1172.0,1062.0,1308.0,198.0,1344.0,1557.0,284.0,3.0,6647.0,-713.0,-3.0,-1.0,990.0,1144.0,156.0,156.0,117.0
126,6,6,0.1215,666.0,1163.0,2312.0,2614.0,2008.0,3298.0,15304.0,15904.0,16112.0,15304.0,14320.0,14512.0,466.0,661.0,1105.0,1166.0,1051.0,1269.0,157.0,1251.0,1235.0,365.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
127,11,10,0.8829648,123.0,242.0,2302.0,476.0,4018.0,8100.0,14552.0,14816.0,14912.0,14552.0,14464.0,14656.0,1154.0,1785.0,3115.0,1700.0,1552.0,1946.0,361.0,1926.0,2159.0,2157.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
128,57,12,0.6646906,317.0,529.0,1469.0,1030.0,1910.0,4776.0,13904.0,14176.0,14336.0,13904.0,13760.0,14208.0,713.0,1237.0,2557.0,623.0,548.0,714.0,97.0,742.0,701.0,1293.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
129,55,10,0.9471475,231.0,414.0,2554.0,634.0,4020.0,7208.0,14216.0,14552.0,14672.0,14216.0,14040.0,14240.0,713.0,1237.0,2557.0,1511.0,1329.0,1631.0,220.0,1522.0,1666.0,817.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
130,49,6,0.00255,1038.0,2016.0,3032.0,3124.0,1404.0,2000.0,15640.0,16024.0,16272.0,15640.0,14808.0,14976.0,726.0,870.0,1570.0,1183.0,1076.0,1327.0,202.0,1202.0,1629.0,319.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
131,23,5,0.8006357,163.0,346.0,2588.0,672.0,4296.0,7624.0,14968.0,15152.0,15320.0,14968.0,14592.0,14704.0,1278.0,1842.0,3248.0,2290.0,2121.0,2601.0,338.0,2468.0,2663.0,1180.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
132,103,5,0.0,1647.0,4884.0,5944.0,7020.0,789.0,961.0,15608.0,15752.0,15936.0,15608.0,14800.0,14904.0,1043.0,1176.0,1521.0,1228.0,1164.0,1349.0,156.0,1181.0,1214.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
133,73,5,0.088,417.0,818.0,2614.0,1458.0,3134.0,5236.0,14264.0,15088.0,15352.0,14264.0,14120.0,14424.0,541.0,672.0,1754.0,1106.0,915.0,1214.0,212.0,1584.0,1446.0,931.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
134,25,12,0.0052370955,656.0,1622.0,2184.0,3040.0,858.0,1478.0,14152.0,14432.0,14600.0,14152.0,13624.0,13728.0,572.0,780.0,1477.0,507.0,472.0,583.0,89.0,572.0,582.0,249.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
135,12,2,0.754,282.0,475.0,2506.0,760.0,3900.0,6892.0,15080.0,15152.0,15216.0,15080.0,14720.0,14760.0,3105.0,3836.0,3897.0,2706.0,2491.0,2936.0,315.0,2852.0,2865.0,298.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
136,6,1,0.02832237,682.0,1171.0,1697.0,2452.0,912.0,1742.0,13576.0,13984.0,14192.0,13576.0,13152.0,13400.0,444.0,671.0,1016.0,404.0,390.0,434.0,34.0,410.0,373.0,441.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
137,103,1,0.0,1554.0,4608.0,5536.0,6552.0,736.0,917.0,14848.0,14976.0,15168.0,14848.0,14176.0,14360.0,1043.0,1176.0,1521.0,816.0,759.0,954.0,150.0,1171.0,964.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
138,55,4,0.3528821,428.0,535.0,2324.0,1056.0,3452.0,5812.0,14232.0,14744.0,15056.0,14232.0,14104.0,14368.0,722.0,1414.0,2531.0,1109.0,989.0,1250.0,199.0,1232.0,1409.0,1034.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
139,54,4,0.411,254.0,472.0,2298.0,1038.0,3380.0,6492.0,14520.0,14672.0,14976.0,14520.0,14008.0,14384.0,720.0,1514.0,2205.0,914.0,878.0,1039.0,158.0,1110.0,1209.0,7894.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
140,21,4,0.843623,213.0,384.0,3028.0,851.0,4740.0,7812.0,14904.0,15000.0,15248.0,14904.0,14392.0,14528.0,1242.0,2038.0,3388.0,1559.0,1367.0,1741.0,293.0,1640.0,1921.0,9767.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
141,69,7,0.93289,150.0,244.0,3920.0,562.0,6472.0,8928.0,14648.0,14704.0,14792.0,14648.0,14416.0,14496.0,497.0,727.0,1744.0,2072.0,1903.0,2186.0,294.0,1983.0,1871.0,11097.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
142,11,10,0.913301,126.0,219.0,1975.0,449.0,3644.0,8256.0,14480.0,14680.0,15032.0,14480.0,14408.0,14736.0,1154.0,1932.0,2793.0,1700.0,1552.0,1946.0,361.0,1875.0,2209.0,1203.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
143,4,10,0.869,294.0,445.0,2380.0,1011.0,3886.0,6864.0,14360.0,14656.0,14872.0,14360.0,14096.0,14384.0,943.0,1376.0,2053.0,1437.0,1347.0,1557.0,227.0,1558.0,1686.0,5415.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
144,103,10,0.0,1607.0,4872.0,5844.0,7068.0,756.0,930.0,15376.0,15560.0,15848.0,15376.0,14632.0,14880.0,1092.0,1253.0,1995.0,1553.0,1440.0,1611.0,156.0,1982.0,1861.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
145,54,1,0.5165495,265.0,560.0,1386.0,1249.0,1618.0,4320.0,13416.0,13720.0,13936.0,13416.0,13488.0,13768.0,666.0,1129.0,2452.0,467.0,411.0,498.0,74.0,369.0,408.0,595.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
146,21,1,0.7571732,175.0,372.0,1689.0,733.0,2750.0,6408.0,14184.0,14280.0,14768.0,14184.0,13856.0,13952.0,1307.0,1775.0,3374.0,891.0,740.0,962.0,220.0,728.0,893.0,1371.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
147,7,5,0.0935,492.0,838.0,1797.0,2045.0,1900.0,3688.0,15008.0,15184.0,15800.0,15008.0,14048.0,14424.0,473.0,713.0,1133.0,892.0,827.0,962.0,107.0,975.0,1012.0,462.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
148,15,12,0.90993935,94.0,178.0,1192.0,553.0,2194.0,7436.0,13608.0,13720.0,14016.0,13608.0,13568.0,13824.0,693.0,761.0,1898.0,595.0,523.0,678.0,184.0,736.0,665.0,9218.0,7.0,9902.0,111.0,-2.0,6.0,449.0,-1764.0,154.0,156.0,25.0
149,53,2,0.3550523,216.0,457.0,1132.0,1127.0,1372.0,4384.0,13960.0,14160.0,14616.0,13960.0,13784.0,14056.0,787.0,1426.0,2403.0,503.0,466.0,579.0,136.0,935.0,687.0,231.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
150,26,8,0.095,624.0,1494.0,2662.0,2556.0,1688.0,2854.0,15624.0,15864.0,15976.0,15624.0,14728.0,14760.0,641.0,774.0,1700.0,2279.0,2017.0,2403.0,287.0,2310.0,2257.0,396.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
151,72,7,0.583,273.0,531.0,2992.0,995.0,4444.0,7120.0,14872.0,14952.0,15024.0,14872.0,14360.0,14440.0,515.0,803.0,1537.0,2295.0,2132.0,2379.0,169.0,2160.0,1934.0,468.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
152,52,7,0.98531,83.0,147.0,3480.0,425.0,6100.0,9160.0,14888.0,15048.0,15128.0,14888.0,14568.0,14728.0,602.0,1321.0,2612.0,2876.0,2522.0,3210.0,407.0,3360.0,2969.0,18021.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
153,9,10,0.8978571,123.0,242.0,2302.0,476.0,4018.0,8100.0,14552.0,14816.0,14912.0,14552.0,14464.0,14656.0,1154.0,1785.0,3115.0,1700.0,1552.0,1946.0,361.0,1926.0,2159.0,2157.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
154,52,1,0.44988656,198.0,472.0,1153.0,1040.0,1344.0,4212.0,13792.0,14144.0,14352.0,13792.0,13624.0,13720.0,602.0,1321.0,2612.0,458.0,404.0,507.0,72.0,513.0,474.0,582.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
155,11,11,0.88855463,164.0,324.0,1999.0,533.0,3260.0,7148.0,14256.0,14424.0,14664.0,14256.0,14072.0,14256.0,1081.0,2062.0,3632.0,1119.0,993.0,1214.0,185.0,1204.0,1650.0,15220.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
156,8,10,0.0731,579.0,1006.0,1985.0,2304.0,1687.0,3272.0,14456.0,14776.0,15184.0,14456.0,13664.0,13952.0,446.0,608.0,1198.0,655.0,621.0,730.0,77.0,619.0,799.0,328.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
157,43,8,0.0067239203,880.0,1556.0,2256.0,2764.0,1172.0,1820.0,15872.0,16160.0,16304.0,15872.0,14384.0,14496.0,509.0,671.0,796.0,1097.0,975.0,1169.0,173.0,986.0,939.0,2815.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
158,74,8,0.2455,423.0,751.0,2696.0,1592.0,3192.0,5484.0,14864.0,15072.0,15192.0,14864.0,14272.0,14440.0,656.0,802.0,1552.0,1963.0,1823.0,2041.0,180.0,1963.0,1889.0,1141.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
159,5,4,0.623994,255.0,434.0,3332.0,731.0,5028.0,7596.0,14424.0,14664.0,15112.0,14424.0,14096.0,14512.0,729.0,1526.0,2779.0,1123.0,1013.0,1281.0,181.0,1353.0,1521.0,807.0,1.0,7876.0,504.0,-3.0,1.0,183.0,234.0,157.0,156.0,481.0
160,74,9,0.1905,505.0,985.0,2584.0,1726.0,2644.0,4380.0,14600.0,14896.0,15120.0,14600.0,14128.0,14552.0,601.0,867.0,1761.0,1457.0,1322.0,1548.0,198.0,1749.0,1577.0,199.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
161,15,5,0.9496379,153.0,365.0,3384.0,864.0,5080.0,7688.0,14288.0,14456.0,14720.0,14288.0,14032.0,14352.0,693.0,761.0,1898.0,1450.0,1212.0,1541.0,251.0,1109.0,1415.0,9847.0,7.0,9902.0,111.0,-2.0,6.0,449.0,-1764.0,154.0,156.0,25.0
162,25,5,0.00828,775.0,1906.0,2784.0,3404.0,1214.0,1867.0,15600.0,15960.0,16232.0,15600.0,14344.0,14576.0,611.0,879.0,1422.0,787.0,731.0,879.0,122.0,887.0,1038.0,47.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
163,24,10,0.0079,566.0,1371.0,2240.0,2384.0,1348.0,2420.0,14840.0,15408.0,15488.0,14840.0,14232.0,14360.0,632.0,784.0,1670.0,970.0,868.0,1085.0,143.0,1110.0,1332.0,40.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
164,68,3,0.5621559,320.0,576.0,1729.0,1438.0,2254.0,5000.0,13344.0,13752.0,14296.0,13344.0,13272.0,13784.0,710.0,925.0,1652.0,557.0,450.0,622.0,148.0,800.0,652.0,849.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
165,12,5,0.717,271.0,522.0,3020.0,1054.0,4144.0,6996.0,15088.0,15208.0,15264.0,15088.0,14840.0,14864.0,3398.0,3568.0,4009.0,3560.0,3338.0,3689.0,281.0,3648.0,3668.0,1515.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
166,45,3,0.0133,678.0,1182.0,2288.0,2080.0,1934.0,3188.0,14360.0,14760.0,15128.0,14360.0,13616.0,13688.0,613.0,719.0,919.0,496.0,454.0,542.0,60.0,571.0,601.0,348.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
167,49,8,0.108333334,841.0,1744.0,3084.0,2572.0,1936.0,2766.0,15456.0,15600.0,15776.0,15456.0,14752.0,15008.0,726.0,870.0,1570.0,2601.0,2187.0,2896.0,476.0,2680.0,2422.0,653.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
168,72,3,0.03691686,596.0,1376.0,2300.0,2152.0,1427.0,2444.0,12776.0,14304.0,14648.0,12776.0,13488.0,13656.0,601.0,867.0,1761.0,613.0,544.0,647.0,84.0,636.0,588.0,138.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
